CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_CAB,NOM_CAB
32,Zacatecas,2429,Momax,1,Momax
32,Zacatecas,2430,Monte Escobedo,1,Monte Escobedo
32,Zacatecas,2431,Morelos,1,Morelos
32,Zacatecas,2432,Moyahua de Estrada,1,Moyahua de Estrada
32,Zacatecas,2433,Nochistlán de Mejía,1,Nochistlán de Mejía
32,Zacatecas,2434,Noria de Ángeles,1,Noria de Ángeles
32,Zacatecas,2435,Ojocaliente,1,Ojocaliente
32,Zacatecas,2436,Pánuco,1,Pánuco
32,Zacatecas,2437,Pinos,1,Pinos
32,Zacatecas,2438,Río Grande,1,Río Grande
32,Zacatecas,2439,Sain Alto,1,Sain Alto
32,Zacatecas,2440,El Salvador,1,El Salvador
32,Zacatecas,2441,Sombrerete,1,Sombrerete
32,Zacatecas,2442,Susticacán,1,Susticacán
32,Zacatecas,2443,Tabasco,1,Tabasco
32,Zacatecas,2444,Tepechitlán,1,Tepechitlán
32,Zacatecas,2445,Tepetongo,1,Tepetongo
32,Zacatecas,2446,Teúl de González Ortega,1,Teúl de González Ortega
32,Zacatecas,2447,Tlaltenango de Sánchez Román,1,Tlaltenango de Sánchez Román
32,Zacatecas,2448,Valparaíso,1,Valparaíso
32,Zacatecas,2449,Vetagrande,1,Vetagrande
32,Zacatecas,2450,Villa de Cos,1,Villa de Cos
32,Zacatecas,2451,Villa García,1,Villa García
32,Zacatecas,2452,Villa González Ortega,1,Villa González Ortega
32,Zacatecas,2453,Villa Hidalgo,1,Villa Hidalgo
32,Zacatecas,2454,Villanueva,1,Villanueva
32,Zacatecas,2455,Zacatecas,1,Zacatecas
32,Zacatecas,2456,Trancoso,1,Trancoso
32,Zacatecas,2457,Santa María de la Paz,1,Santa María de la Paz
