CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_CAB,NOM_CAB
29,Tlaxcala,2033,Españita,1,Españita
29,Tlaxcala,2034,Huamantla,1,Huamantla
29,Tlaxcala,2035,Hueyotlipan,1,Hueyotlipan
29,Tlaxcala,2036,Ixtacuixtla de Mariano Matamoros,1,Villa Mariano Matamoros
29,Tlaxcala,2037,Ixtenco,1,Ixtenco
29,Tlaxcala,2038,Mazatecochco de José María Morelos,1,Mazatecochco
29,Tlaxcala,2039,Contla de Juan Cuamatzi,1,Contla
29,Tlaxcala,2040,Tepetitla de Lardizábal,1,Tepetitla
29,Tlaxcala,2041,Sanctórum de Lázaro Cárdenas,1,Sanctórum
29,Tlaxcala,2042,Nanacamilpa de Mariano Arista,1,Ciudad de Nanacamilpa
29,Tlaxcala,2043,Acuamanala de Miguel Hidalgo,1,Acuamanala
29,Tlaxcala,2044,Natívitas,1,Natívitas
29,Tlaxcala,2045,Panotla,1,Panotla
29,Tlaxcala,2046,San Pablo del Monte,1,Villa Vicente Guerrero
29,Tlaxcala,2047,Santa Cruz Tlaxcala,1,Santa Cruz Tlaxcala
29,Tlaxcala,2048,Tenancingo,1,Tenancingo
29,Tlaxcala,2049,Teolocholco,1,Teolocholco
29,Tlaxcala,2050,Tepeyanco,1,Tepeyanco
29,Tlaxcala,2051,Terrenate,1,Terrenate
29,Tlaxcala,2052,Tetla de la Solidaridad,1,Tetla
29,Tlaxcala,2053,Tetlatlahuca,1,Tetlatlahuca
29,Tlaxcala,2054,Tlaxcala,1,Tlaxcala de Xicohténcatl
29,Tlaxcala,2055,Tlaxco,1,Tlaxco
29,Tlaxcala,2056,Tocatlán,1,Tocatlán
29,Tlaxcala,2057,Totolac,1,San Juan Totolac
29,Tlaxcala,2058,Ziltlaltépec de Trinidad Sánchez Santos,1,Zitlaltépec
29,Tlaxcala,2059,Tzompantepec,1,Tzompantepec
29,Tlaxcala,2060,Xaloztoc,1,Xaloztoc
29,Tlaxcala,2061,Xaltocan,1,Xaltocan
29,Tlaxcala,2062,Papalotla de Xicohténcatl,1,Papalotla
29,Tlaxcala,2063,Xicohtzinco,1,Xicohtzinco
29,Tlaxcala,2064,Yauhquemehcan,1,San Dionisio Yauhquemehcan
29,Tlaxcala,2065,Zacatelco,1,Zacatelco
29,Tlaxcala,2066,Benito Juárez,1,Benito Juárez
29,Tlaxcala,2067,Emiliano Zapata,1,Emiliano Zapata
29,Tlaxcala,2068,Lázaro Cárdenas,1,Lázaro Cárdenas
29,Tlaxcala,2069,La Magdalena Tlaltelulco,1,La Magdalena Tlaltelulco
29,Tlaxcala,2070,San Damián Texóloc,1,San Damián Texóloc
29,Tlaxcala,2071,San Francisco Tetlanohcan,1,San Francisco Tetlanohcan
29,Tlaxcala,2072,San Jerónimo Zacualpan,1,San Jerónimo Zacualpan
29,Tlaxcala,2073,San José Teacalco,1,San José Teacalco
29,Tlaxcala,2074,San Juan Huactzinco,1,San Juan Huactzinco
29,Tlaxcala,2075,San Lorenzo Axocomanitla,1,San Lorenzo Axocomanitla
29,Tlaxcala,2076,San Lucas Tecopilco,1,San Lucas Tecopilco
29,Tlaxcala,2077,Santa Ana Nopalucan,1,Santa Ana Nopalucan
29,Tlaxcala,2078,Santa Apolonia Teacalco,1,Santa Apolonia Teacalco
29,Tlaxcala,2079,Santa Catarina Ayometla,1,Santa Catarina Ayometla
29,Tlaxcala,2080,Santa Cruz Quilehtla,1,Santa Cruz Quilehtla
29,Tlaxcala,2081,Santa Isabel Xiloxoxtla,1,Santa Isabel Xiloxoxtla
30,Veracruz de Ignacio de la Llave,2082,Acajete,1,Acajete
30,Veracruz de Ignacio de la Llave,2083,Acatlán,1,Acatlán
30,Veracruz de Ignacio de la Llave,2084,Acayucan,1,Acayucan
30,Veracruz de Ignacio de la Llave,2085,Actopan,1,Actopan
30,Veracruz de Ignacio de la Llave,2086,Acula,1,Acula
30,Veracruz de Ignacio de la Llave,2087,Acultzingo,1,Acultzingo
30,Veracruz de Ignacio de la Llave,2088,Camarón de Tejeda,1,Camarón de Tejeda
30,Veracruz de Ignacio de la Llave,2089,Alpatláhuac,1,Alpatláhuac
30,Veracruz de Ignacio de la Llave,2090,Alto Lucero de Gutiérrez Barrios,1,Alto Lucero
30,Veracruz de Ignacio de la Llave,2091,Altotonga,1,Altotonga
30,Veracruz de Ignacio de la Llave,2092,Alvarado,1,Alvarado
30,Veracruz de Ignacio de la Llave,2093,Amatitlán,1,Amatitlán
30,Veracruz de Ignacio de la Llave,2094,Naranjos Amatlán,1,Naranjos
30,Veracruz de Ignacio de la Llave,2095,Amatlán de los Reyes,1,Amatlán de los Reyes
30,Veracruz de Ignacio de la Llave,2096,Angel R. Cabada,1,Ángel R. Cabada
30,Veracruz de Ignacio de la Llave,2097,La Antigua,1,José Cardel
30,Veracruz de Ignacio de la Llave,2098,Apazapan,1,Apazapan
30,Veracruz de Ignacio de la Llave,2099,Aquila,1,Aquila
30,Veracruz de Ignacio de la Llave,2100,Astacinga,1,Astacinga
30,Veracruz de Ignacio de la Llave,2101,Atlahuilco,1,Atlahuilco
30,Veracruz de Ignacio de la Llave,2102,Atoyac,1,Atoyac
30,Veracruz de Ignacio de la Llave,2103,Atzacan,1,Atzacan
30,Veracruz de Ignacio de la Llave,2104,Atzalan,1,Atzalan
30,Veracruz de Ignacio de la Llave,2105,Tlaltetela,1,Tlaltetela
30,Veracruz de Ignacio de la Llave,2106,Ayahualulco,1,Ayahualulco
30,Veracruz de Ignacio de la Llave,2107,Banderilla,1,Banderilla
30,Veracruz de Ignacio de la Llave,2108,Benito Juárez,1,Benito Juárez
30,Veracruz de Ignacio de la Llave,2109,Boca del Río,1,Boca del Río
30,Veracruz de Ignacio de la Llave,2110,Calcahualco,1,Calcahualco
30,Veracruz de Ignacio de la Llave,2111,Camerino Z. Mendoza,1,Ciudad Mendoza
30,Veracruz de Ignacio de la Llave,2112,Carrillo Puerto,1,Tamarindo
30,Veracruz de Ignacio de la Llave,2113,Catemaco,1,Catemaco
30,Veracruz de Ignacio de la Llave,2114,Cazones de Herrera,1,Cazones de Herrera
30,Veracruz de Ignacio de la Llave,2115,Cerro Azul,1,Cerro Azul
30,Veracruz de Ignacio de la Llave,2116,Citlaltépetl,1,Citlaltépec
30,Veracruz de Ignacio de la Llave,2117,Coacoatzintla,1,Coacoatzintla
30,Veracruz de Ignacio de la Llave,2118,Coahuitlán,1,Progreso de Zaragoza
30,Veracruz de Ignacio de la Llave,2119,Coatepec,1,Coatepec
30,Veracruz de Ignacio de la Llave,2120,Coatzacoalcos,1,Coatzacoalcos
30,Veracruz de Ignacio de la Llave,2121,Coatzintla,1,Coatzintla
30,Veracruz de Ignacio de la Llave,2122,Coetzala,1,Coetzala
30,Veracruz de Ignacio de la Llave,2123,Colipa,1,Colipa
30,Veracruz de Ignacio de la Llave,2124,Comapa,1,Comapa
30,Veracruz de Ignacio de la Llave,2125,Córdoba,1,Córdoba
30,Veracruz de Ignacio de la Llave,2126,Cosamaloapan de Carpio,1,Cosamaloapan
30,Veracruz de Ignacio de la Llave,2127,Cosautlán de Carvajal,1,Cosautlán de Carvajal
30,Veracruz de Ignacio de la Llave,2128,Coscomatepec,1,Coscomatepec de Bravo
30,Veracruz de Ignacio de la Llave,2129,Cosoleacaque,1,Cosoleacaque
30,Veracruz de Ignacio de la Llave,2130,Cotaxtla,1,Cotaxtla
30,Veracruz de Ignacio de la Llave,2131,Coxquihui,1,Coxquihui
30,Veracruz de Ignacio de la Llave,2132,Coyutla,1,Coyutla
30,Veracruz de Ignacio de la Llave,2133,Cuichapa,1,Cuichapa
30,Veracruz de Ignacio de la Llave,2134,Cuitláhuac,1,Cuitláhuac
30,Veracruz de Ignacio de la Llave,2135,Chacaltianguis,1,Chacaltianguis
30,Veracruz de Ignacio de la Llave,2136,Chalma,1,Chalma
30,Veracruz de Ignacio de la Llave,2137,Chiconamel,1,Chiconamel
30,Veracruz de Ignacio de la Llave,2138,Chiconquiaco,1,Chiconquiaco
30,Veracruz de Ignacio de la Llave,2139,Chicontepec,1,Chicontepec de Tejeda
30,Veracruz de Ignacio de la Llave,2140,Chinameca,1,Chinameca
30,Veracruz de Ignacio de la Llave,2141,Chinampa de Gorostiza,1,Chinampa de Gorostiza
30,Veracruz de Ignacio de la Llave,2142,Las Choapas,1,Las Choapas
30,Veracruz de Ignacio de la Llave,2143,Chocamán,1,Chocamán
30,Veracruz de Ignacio de la Llave,2144,Chontla,1,Chontla
30,Veracruz de Ignacio de la Llave,2145,Chumatlán,1,Chumatlán
30,Veracruz de Ignacio de la Llave,2146,Emiliano Zapata,1,Dos Ríos
30,Veracruz de Ignacio de la Llave,2147,Espinal,1,Espinal
30,Veracruz de Ignacio de la Llave,2148,Filomeno Mata,1,Filomeno Mata
30,Veracruz de Ignacio de la Llave,2149,Fortín,1,Fortín de las Flores
30,Veracruz de Ignacio de la Llave,2150,Gutiérrez Zamora,1,Gutiérrez Zamora
30,Veracruz de Ignacio de la Llave,2151,Hidalgotitlán,1,Hidalgotitlán
30,Veracruz de Ignacio de la Llave,2152,Huatusco,1,Huatusco de Chicuellar
30,Veracruz de Ignacio de la Llave,2153,Huayacocotla,1,Huayacocotla
30,Veracruz de Ignacio de la Llave,2154,Hueyapan de Ocampo,1,Hueyapan de Ocampo
30,Veracruz de Ignacio de la Llave,2155,Huiloapan de Cuauhtémoc,1,Huiloapan de Cuauhtémoc
30,Veracruz de Ignacio de la Llave,2156,Ignacio de la Llave,1,Ignacio de la Llave
30,Veracruz de Ignacio de la Llave,2157,Ilamatlán,1,Ilamatlán
30,Veracruz de Ignacio de la Llave,2158,Isla,1,Isla
30,Veracruz de Ignacio de la Llave,2159,Ixcatepec,1,Ixcatepec
30,Veracruz de Ignacio de la Llave,2160,Ixhuacán de los Reyes,1,Ixhuacán de los Reyes
30,Veracruz de Ignacio de la Llave,2161,Ixhuatlán del Café,1,Ixhuatlán del Café
30,Veracruz de Ignacio de la Llave,2162,Ixhuatlancillo,1,Ixhuatlancillo
30,Veracruz de Ignacio de la Llave,2163,Ixhuatlán del Sureste,1,Ixhuatlán del Sureste
30,Veracruz de Ignacio de la Llave,2164,Ixhuatlán de Madero,1,Ixhuatlán de Madero
30,Veracruz de Ignacio de la Llave,2165,Ixmatlahuacan,1,Ixmatlahuacan
30,Veracruz de Ignacio de la Llave,2166,Ixtaczoquitlán,1,Ixtaczoquitlán
30,Veracruz de Ignacio de la Llave,2167,Jalacingo,1,Jalacingo
30,Veracruz de Ignacio de la Llave,2168,Xalapa,1,Xalapa-Enríquez
30,Veracruz de Ignacio de la Llave,2169,Jalcomulco,1,Jalcomulco
30,Veracruz de Ignacio de la Llave,2170,Jáltipan,1,Jáltipan de Morelos
30,Veracruz de Ignacio de la Llave,2171,Jamapa,1,Jamapa
30,Veracruz de Ignacio de la Llave,2172,Jesús Carranza,1,Jesús Carranza
30,Veracruz de Ignacio de la Llave,2173,Xico,1,Xico
30,Veracruz de Ignacio de la Llave,2174,Jilotepec,1,Jilotepec
30,Veracruz de Ignacio de la Llave,2175,Juan Rodríguez Clara,1,Juan Rodríguez Clara
30,Veracruz de Ignacio de la Llave,2176,Juchique de Ferrer,1,Juchique de Ferrer
30,Veracruz de Ignacio de la Llave,2177,Landero y Coss,1,Landero y Coss
30,Veracruz de Ignacio de la Llave,2178,Lerdo de Tejada,1,Lerdo de Tejada
30,Veracruz de Ignacio de la Llave,2179,Magdalena,1,Magdalena
30,Veracruz de Ignacio de la Llave,2180,Maltrata,1,Maltrata
30,Veracruz de Ignacio de la Llave,2181,Manlio Fabio Altamirano,1,Manlio Fabio Altamirano
30,Veracruz de Ignacio de la Llave,2182,Mariano Escobedo,1,Mariano Escobedo
30,Veracruz de Ignacio de la Llave,2183,Martínez de la Torre,1,Martínez de la Torre
30,Veracruz de Ignacio de la Llave,2184,Mecatlán,1,Mecatlán
30,Veracruz de Ignacio de la Llave,2185,Mecayapan,1,Mecayapan
30,Veracruz de Ignacio de la Llave,2186,Medellín de Bravo,1,Medellín
30,Veracruz de Ignacio de la Llave,2187,Miahuatlán,1,Miahuatlán
30,Veracruz de Ignacio de la Llave,2188,Las Minas,1,Las Minas
30,Veracruz de Ignacio de la Llave,2189,Minatitlán,1,Minatitlán
30,Veracruz de Ignacio de la Llave,2190,Misantla,1,Misantla
30,Veracruz de Ignacio de la Llave,2191,Mixtla de Altamirano,1,Mixtla de Altamirano
30,Veracruz de Ignacio de la Llave,2192,Moloacán,1,Moloacán
30,Veracruz de Ignacio de la Llave,2193,Naolinco,1,Naolinco de Victoria
30,Veracruz de Ignacio de la Llave,2194,Naranjal,1,Naranjal
30,Veracruz de Ignacio de la Llave,2195,Nautla,1,Nautla
30,Veracruz de Ignacio de la Llave,2196,Nogales,1,Nogales
30,Veracruz de Ignacio de la Llave,2197,Oluta,1,Oluta
30,Veracruz de Ignacio de la Llave,2198,Omealca,1,Omealca
30,Veracruz de Ignacio de la Llave,2199,Orizaba,1,Orizaba
30,Veracruz de Ignacio de la Llave,2200,Otatitlán,1,Otatitlán
30,Veracruz de Ignacio de la Llave,2201,Oteapan,1,Oteapan
30,Veracruz de Ignacio de la Llave,2202,Ozuluama de Mascareñas,1,Ozuluama de Mascareñas
30,Veracruz de Ignacio de la Llave,2203,Pajapan,1,Pajapan
30,Veracruz de Ignacio de la Llave,2204,Pánuco,1,Pánuco
30,Veracruz de Ignacio de la Llave,2205,Papantla,1,Papantla de Olarte
30,Veracruz de Ignacio de la Llave,2206,Paso del Macho,1,Paso del Macho
30,Veracruz de Ignacio de la Llave,2207,Paso de Ovejas,1,Paso de Ovejas
30,Veracruz de Ignacio de la Llave,2208,La Perla,1,La Perla
30,Veracruz de Ignacio de la Llave,2209,Perote,1,Perote
30,Veracruz de Ignacio de la Llave,2210,Platón Sánchez,1,Platón Sánchez
30,Veracruz de Ignacio de la Llave,2211,Playa Vicente,1,Playa Vicente
30,Veracruz de Ignacio de la Llave,2212,Poza Rica de Hidalgo,1,Poza Rica de Hidalgo
30,Veracruz de Ignacio de la Llave,2213,Las Vigas de Ramírez,1,Las Vigas de Ramírez
30,Veracruz de Ignacio de la Llave,2214,Pueblo Viejo,1,Cd. Cuauhtémoc
30,Veracruz de Ignacio de la Llave,2215,Puente Nacional,1,Puente Nacional
30,Veracruz de Ignacio de la Llave,2216,Rafael Delgado,1,Rafael Delgado
30,Veracruz de Ignacio de la Llave,2217,Rafael Lucio,1,Rafael Lucio
30,Veracruz de Ignacio de la Llave,2218,Los Reyes,1,Los Reyes
30,Veracruz de Ignacio de la Llave,2219,Río Blanco,1,Río Blanco
30,Veracruz de Ignacio de la Llave,2220,Saltabarranca,1,Saltabarranca
30,Veracruz de Ignacio de la Llave,2221,San Andrés Tenejapan,1,San Andrés Tenejapan
30,Veracruz de Ignacio de la Llave,2222,San Andrés Tuxtla,1,San Andrés Tuxtla
30,Veracruz de Ignacio de la Llave,2223,San Juan Evangelista,1,San Juan Evangelista
30,Veracruz de Ignacio de la Llave,2224,Santiago Tuxtla,1,Santiago Tuxtla
30,Veracruz de Ignacio de la Llave,2225,Sayula de Alemán,1,Sayula de Alemán
30,Veracruz de Ignacio de la Llave,2226,Soconusco,1,Soconusco
30,Veracruz de Ignacio de la Llave,2227,Sochiapa,1,Sochiapa
30,Veracruz de Ignacio de la Llave,2228,Soledad Atzompa,1,Soledad Atzompa
30,Veracruz de Ignacio de la Llave,2229,Soledad de Doblado,1,Soledad de Doblado
30,Veracruz de Ignacio de la Llave,2230,Soteapan,1,Soteapan
30,Veracruz de Ignacio de la Llave,2231,Tamalín,1,Tamalín
30,Veracruz de Ignacio de la Llave,2232,Tamiahua,1,Tamiahua
30,Veracruz de Ignacio de la Llave,2233,Tampico Alto,1,Tampico Alto
30,Veracruz de Ignacio de la Llave,2234,Tancoco,1,Tancoco
30,Veracruz de Ignacio de la Llave,2235,Tantima,1,Tantima
30,Veracruz de Ignacio de la Llave,2236,Tantoyuca,1,Tantoyuca
30,Veracruz de Ignacio de la Llave,2237,Tatatila,1,Tatatila
30,Veracruz de Ignacio de la Llave,2238,Castillo de Teayo,1,Castillo de Teayo
30,Veracruz de Ignacio de la Llave,2239,Tecolutla,1,Tecolutla
30,Veracruz de Ignacio de la Llave,2240,Tehuipango,1,Tehuipango
30,Veracruz de Ignacio de la Llave,2241,Álamo Temapache,1,Álamo
30,Veracruz de Ignacio de la Llave,2242,Tempoal,1,Tempoal de Sánchez
30,Veracruz de Ignacio de la Llave,2243,Tenampa,1,Tenampa
30,Veracruz de Ignacio de la Llave,2244,Tenochtitlán,1,Tenochtitlán
30,Veracruz de Ignacio de la Llave,2245,Teocelo,1,Teocelo
30,Veracruz de Ignacio de la Llave,2246,Tepatlaxco,1,Tepatlaxco
30,Veracruz de Ignacio de la Llave,2247,Tepetlán,1,Tepetlán
30,Veracruz de Ignacio de la Llave,2248,Tepetzintla,1,Tepetzintla
30,Veracruz de Ignacio de la Llave,2249,Tequila,1,Tequila
30,Veracruz de Ignacio de la Llave,2250,José Azueta,1,Villa Azueta
30,Veracruz de Ignacio de la Llave,2251,Texcatepec,1,Texcatepec
30,Veracruz de Ignacio de la Llave,2252,Texhuacán,1,Texhuacán
30,Veracruz de Ignacio de la Llave,2253,Texistepec,1,Texistepec
30,Veracruz de Ignacio de la Llave,2254,Tezonapa,1,Tezonapa
30,Veracruz de Ignacio de la Llave,2255,Tierra Blanca,1,Tierra Blanca
30,Veracruz de Ignacio de la Llave,2256,Tihuatlán,1,Tihuatlán
30,Veracruz de Ignacio de la Llave,2257,Tlacojalpan,1,Tlacojalpan
30,Veracruz de Ignacio de la Llave,2258,Tlacolulan,1,Tlacolulan
30,Veracruz de Ignacio de la Llave,2259,Tlacotalpan,1,Tlacotalpan
30,Veracruz de Ignacio de la Llave,2260,Tlacotepec de Mejía,1,Tlacotepec de Mejía
30,Veracruz de Ignacio de la Llave,2261,Tlachichilco,1,Tlachichilco
30,Veracruz de Ignacio de la Llave,2262,Tlalixcoyan,1,Tlalixcoyan
30,Veracruz de Ignacio de la Llave,2263,Tlalnelhuayocan,1,Tlalnelhuayocan
30,Veracruz de Ignacio de la Llave,2264,Tlapacoyan,1,Tlapacoyan
30,Veracruz de Ignacio de la Llave,2265,Tlaquilpa,1,Tlaquilpa
30,Veracruz de Ignacio de la Llave,2266,Tlilapan,1,Tlilapan
30,Veracruz de Ignacio de la Llave,2267,Tomatlán,1,Tomatlán
30,Veracruz de Ignacio de la Llave,2268,Tonayán,1,Tonayán
30,Veracruz de Ignacio de la Llave,2269,Totutla,1,Totutla
30,Veracruz de Ignacio de la Llave,2270,Tuxpan,1,Túxpam de Rodríguez Cano
30,Veracruz de Ignacio de la Llave,2271,Tuxtilla,1,Tuxtilla
30,Veracruz de Ignacio de la Llave,2272,Ursulo Galván,1,Ursulo Galván
30,Veracruz de Ignacio de la Llave,2273,Vega de Alatorre,1,Vega de Alatorre
30,Veracruz de Ignacio de la Llave,2274,Veracruz,1,Veracruz
30,Veracruz de Ignacio de la Llave,2275,Villa Aldama,1,Villa Aldama
30,Veracruz de Ignacio de la Llave,2276,Xoxocotla,1,Xoxocotla
30,Veracruz de Ignacio de la Llave,2277,Yanga,1,Yanga
30,Veracruz de Ignacio de la Llave,2278,Yecuatla,1,Yecuatla
30,Veracruz de Ignacio de la Llave,2279,Zacualpan,1,Zacualpan
30,Veracruz de Ignacio de la Llave,2280,Zaragoza,1,Zaragoza
30,Veracruz de Ignacio de la Llave,2281,Zentla,1,Colonia Manuel González
30,Veracruz de Ignacio de la Llave,2282,Zongolica,1,Zongolica
30,Veracruz de Ignacio de la Llave,2283,Zontecomatlán de López y Fuentes,1,Zontecomatlán de López y Fuentes
30,Veracruz de Ignacio de la Llave,2284,Zozocolco de Hidalgo,1,Zozocolco de Hidalgo
30,Veracruz de Ignacio de la Llave,2285,Agua Dulce,1,Agua Dulce
30,Veracruz de Ignacio de la Llave,2286,El Higo,1,El Higo
30,Veracruz de Ignacio de la Llave,2287,Nanchital de Lázaro Cárdenas del Río,1,Nanchital de Lázaro Cárdenas del Río
30,Veracruz de Ignacio de la Llave,2288,Tres Valles,1,Tres Valles
30,Veracruz de Ignacio de la Llave,2289,Carlos A. Carrillo,1,Carlos A. Carrillo
30,Veracruz de Ignacio de la Llave,2290,Tatahuicapan de Juárez,1,Tatahuicapan
30,Veracruz de Ignacio de la Llave,2291,Uxpanapa,1,Poblado 10
30,Veracruz de Ignacio de la Llave,2292,San Rafael,1,San Rafael
30,Veracruz de Ignacio de la Llave,2293,Santiago Sochiapan,1,Xochiapa
31,Yucatán,2294,Abalá,1,Abalá
31,Yucatán,2295,Acanceh,1,Acanceh
31,Yucatán,2296,Akil,1,Akil
31,Yucatán,2297,Baca,1,Baca
31,Yucatán,2298,Bokobá,1,Bokobá
31,Yucatán,2299,Buctzotz,1,Buctzotz
31,Yucatán,2300,Cacalchén,1,Cacalchén
31,Yucatán,2301,Calotmul,1,Calotmul
31,Yucatán,2302,Cansahcab,1,Cansahcab
31,Yucatán,2303,Cantamayec,1,Cantamayec
31,Yucatán,2304,Celestún,1,Celestún
31,Yucatán,2305,Cenotillo,1,Cenotillo
31,Yucatán,2306,Conkal,1,Conkal
31,Yucatán,2307,Cuncunul,1,Cuncunul
31,Yucatán,2308,Cuzamá,1,Cuzamá
31,Yucatán,2309,Chacsinkín,1,Chacsinkín
31,Yucatán,2310,Chankom,1,Chankom
31,Yucatán,2311,Chapab,1,Chapab
31,Yucatán,2312,Chemax,1,Chemax
31,Yucatán,2313,Chicxulub Pueblo,1,Chicxulub Pueblo
31,Yucatán,2314,Chichimilá,1,Chichimilá
31,Yucatán,2315,Chikindzonot,1,Chikindzonot
31,Yucatán,2316,Chocholá,1,Chocholá
31,Yucatán,2317,Chumayel,1,Chumayel
31,Yucatán,2318,Dzán,1,Dzán
31,Yucatán,2319,Dzemul,1,Dzemul
31,Yucatán,2320,Dzidzantún,1,Dzidzantún
31,Yucatán,2321,Dzilam de Bravo,1,Dzilam de Bravo
31,Yucatán,2322,Dzilam González,1,Dzilam González
31,Yucatán,2323,Dzitás,1,Dzitás
31,Yucatán,2324,Dzoncauich,1,Dzoncauich
31,Yucatán,2325,Espita,1,Espita
31,Yucatán,2326,Halachó,1,Halachó
31,Yucatán,2327,Hocabá,1,Hocabá
31,Yucatán,2328,Hoctún,1,Hoctún
31,Yucatán,2329,Homún,1,Homún
31,Yucatán,2330,Huhí,1,Huhí
31,Yucatán,2331,Hunucmá,1,Hunucmá
31,Yucatán,2332,Ixil,1,Ixil
31,Yucatán,2333,Izamal,1,Izamal
31,Yucatán,2334,Kanasín,1,Kanasín
31,Yucatán,2335,Kantunil,1,Kantunil
31,Yucatán,2336,Kaua,1,Kaua
31,Yucatán,2337,Kinchil,1,Kinchil
31,Yucatán,2338,Kopomá,1,Kopomá
31,Yucatán,2339,Mama,1,Mama
31,Yucatán,2340,Maní,1,Maní
31,Yucatán,2341,Maxcanú,1,Maxcanú
31,Yucatán,2342,Mayapán,1,Mayapán
31,Yucatán,2343,Mérida,1,Mérida
31,Yucatán,2344,Mocochá,1,Mocochá
31,Yucatán,2345,Motul,1,Motul de Carrillo Puerto
31,Yucatán,2346,Muna,1,Muna
31,Yucatán,2347,Muxupip,1,Muxupip
31,Yucatán,2348,Opichén,1,Opichén
31,Yucatán,2349,Oxkutzcab,1,Oxkutzcab
31,Yucatán,2350,Panabá,1,Panabá
31,Yucatán,2351,Peto,1,Peto
31,Yucatán,2352,Progreso,1,Progreso
31,Yucatán,2353,Quintana Roo,1,Quintana Roo
31,Yucatán,2354,Río Lagartos,1,Río Lagartos
31,Yucatán,2355,Sacalum,1,Sacalum
31,Yucatán,2356,Samahil,1,Samahil
31,Yucatán,2357,Sanahcat,1,Sanahcat
31,Yucatán,2358,San Felipe,1,San Felipe
31,Yucatán,2359,Santa Elena,1,Santa Elena
31,Yucatán,2360,Seyé,1,Seyé
31,Yucatán,2361,Sinanché,1,Sinanché
31,Yucatán,2362,Sotuta,1,Sotuta
31,Yucatán,2363,Sucilá,1,Sucilá
31,Yucatán,2364,Sudzal,1,Sudzal
31,Yucatán,2365,Suma,1,Suma
31,Yucatán,2366,Tahdziú,1,Tahdziú
31,Yucatán,2367,Tahmek,1,Tahmek
31,Yucatán,2368,Teabo,1,Teabo
31,Yucatán,2369,Tecoh,1,Tecoh
31,Yucatán,2370,Tekal de Venegas,1,Tekal de Venegas
31,Yucatán,2371,Tekantó,1,Tekantó
31,Yucatán,2372,Tekax,1,Tekax de Álvaro Obregón
31,Yucatán,2373,Tekit,1,Tekit
31,Yucatán,2374,Tekom,1,Tekom
31,Yucatán,2375,Telchac Pueblo,1,Telchac
31,Yucatán,2376,Telchac Puerto,1,Telchac Puerto
31,Yucatán,2377,Temax,1,Temax
31,Yucatán,2378,Temozón,1,Temozón
31,Yucatán,2379,Tepakán,1,Tepakán
31,Yucatán,2380,Tetiz,1,Tetiz
31,Yucatán,2381,Teya,1,Teya
31,Yucatán,2382,Ticul,1,Ticul
31,Yucatán,2383,Timucuy,1,Timucuy
31,Yucatán,2384,Tinum,1,Tinum
31,Yucatán,2385,Tixcacalcupul,1,Tixcacalcupul
31,Yucatán,2386,Tixkokob,1,Tixkokob
31,Yucatán,2387,Tixmehuac,1,Tixmehuac
31,Yucatán,2388,Tixpéhual,1,Tixpéhual
31,Yucatán,2389,Tizimín,1,Tizimín
31,Yucatán,2390,Tunkás,1,Tunkás
31,Yucatán,2391,Tzucacab,1,Tzucacab
31,Yucatán,2392,Uayma,1,Uayma
31,Yucatán,2393,Ucú,1,Ucú
31,Yucatán,2394,Umán,1,Umán
31,Yucatán,2395,Valladolid,1,Valladolid
31,Yucatán,2396,Xocchel,1,Xocchel
31,Yucatán,2397,Yaxcabá,1,Yaxcabá
31,Yucatán,2398,Yaxkukul,1,Yaxkukul
31,Yucatán,2399,Yobaín,1,Yobaín
32,Zacatecas,2400,Apozol,1,Apozol
32,Zacatecas,2401,Apulco,1,Apulco
32,Zacatecas,2402,Atolinga,1,Atolinga
32,Zacatecas,2403,Benito Juárez,1,Florencia
32,Zacatecas,2404,Calera,1,Víctor Rosales
32,Zacatecas,2405,Cañitas de Felipe Pescador,1,Cañitas de Felipe Pescador
32,Zacatecas,2406,Concepción del Oro,1,Concepción del Oro
32,Zacatecas,2407,Cuauhtémoc,1,San Pedro Piedra Gorda
32,Zacatecas,2408,Chalchihuites,1,Chalchihuites
32,Zacatecas,2409,Fresnillo,1,Fresnillo
32,Zacatecas,2410,Trinidad García de la Cadena,1,Trinidad García de la Cadena
32,Zacatecas,2411,Genaro Codina,1,Genaro Codina
32,Zacatecas,2412,General Enrique Estrada,1,General Enrique Estrada
32,Zacatecas,2413,General Francisco R. Murguía,1,Nieves
32,Zacatecas,2414,El Plateado de Joaquín Amaro,1,El Plateado de Joaquín Amaro
32,Zacatecas,2415,General Pánfilo Natera,1,General Pánfilo Natera
32,Zacatecas,2416,Guadalupe,1,Guadalupe
32,Zacatecas,2417,Huanusco,1,Huanusco
32,Zacatecas,2418,Jalpa,1,Jalpa
32,Zacatecas,2419,Jerez,1,Jerez de García Salinas
32,Zacatecas,2420,Jiménez del Teul,1,Jiménez del Teul
32,Zacatecas,2421,Juan Aldama,1,Juan Aldama
32,Zacatecas,2422,Juchipila,1,Juchipila
32,Zacatecas,2423,Loreto,1,Loreto
32,Zacatecas,2424,Luis Moya,1,Luis Moya
32,Zacatecas,2425,Mazapil,1,Mazapil
32,Zacatecas,2426,Melchor Ocampo,1,Melchor Ocampo
32,Zacatecas,2427,Mezquital del Oro,1,Mezquital del Oro
32,Zacatecas,2428,Miguel Auza,1,Miguel Auza
